Customer_ID,gender,Became_member_on,start_year,Age,Income,date,country,region,Item, Price ,Type,Quantity_ordered,event,reward,Channels,Difficulty,Duration,Offer_Type
29905971,F,20141111,2014,75,52000,10/9/2019,Canada,Ontario,Caffè Latte,4.95,Hot Coffee,3,offer Ignored,10,"['email', 'mobile', 'social']",10,7,No offer used
35641342,F,20170511,2017,67,76000,1/3/2020,Canada,Newfoundland and Labrador,Cake Pop,3.55,Bakery,2,offer Ignored,2,"['web', 'email', 'mobile', 'social']",10,10,No offer used
71793111,M,20130918,2013,77,51000,7/8/2019,Canada,Ontario,Iced Caffè Latte,4.95,Cold Coffee,1,offer Ignored,10,"['email', 'mobile', 'social']",10,7,No offer used
75069588,M,20170207,2017,76,64000,1/15/2020,Canada,Alberta,Chai Crème Frappuccino® Blended Beverage,6.45,Frappuccino,1,offer Ignored,2,"['web', 'email', 'mobile', 'social']",10,10,No offer used
20820787,F,20140527,2014,57,98000,12/8/2019,Canada,Prince Edward Island,Caffè Vanilla Frappuccino® Blended Beverage,6.45,Frappuccino,4,offer Ignored,2,"['web', 'email', 'mobile']",10,7,No offer used
73873835,M,20150921,2015,53,72000,1/19/2021,Canada,New Brunswick,Caramel Frappuccino® Blended Beverage,6.45,Frappuccino,6,offer Ignored,10,"['web', 'email', 'mobile', 'social']",10,5,No offer used
82813743,M,20150415,2015,53,117000,2/19/2020,Canada,Newfoundland and Labrador,Double Chocolate Brownie,3.95,Bakery,3,offer Ignored,2,"['web', 'email', 'mobile']",10,7,No offer used
76219587,M,20180408,2018,53,55000,9/9/2022,Canada,Saskatchewan,Cheese Danish,3.95,Bakery,1,offer Ignored,0,"['web', 'email', 'mobile']",0,4,No offer used
52205232,M,20170626,2017,61,112000,2/3/2021,Canada,Newfoundland and Labrador,Vanilla Bean Crème Frappuccino® Blended Crème,6.15,Frappuccino,2,offer Ignored,3,"['web', 'email', 'mobile', 'social']",7,7,No offer used
72848463,M,20140723,2014,67,77000,1/28/2021,Canada,Alberta,Iced Coffee with Milk,3.95,Cold Coffee,1,transaction,0,"['web', 'email', 'mobile']",0,4,informational
35709078,F,20170528,2017,58,85000,3/31/2021,Canada,Ontario,Iced Coffee with Milk,3.95,Cold Coffee,6,offer Ignored,5,"['web', 'email', 'mobile']",5,7,No offer used
77324828,M,20160117,2016,46,36000,10/12/2022,Canada,Nova Scotia,Iced Flat White,5.75,Cold Coffee,1,offer Ignored,10,"['web', 'email', 'mobile', 'social']",10,5,No offer used
62354186,M,20171013,2017,30,41000,5/2/2022,Canada,British Columbia,Strawberry Coconut Drink,6.45,Drinks,2,transaction,5,"['web', 'email', 'mobile']",5,7,bogo
48276168,M,20151220,2015,59,89000,8/9/2021,Canada,Newfoundland and Labrador,Butter Croissant,3.95,Bakery,2,offer Ignored,5,"['web', 'email', 'mobile', 'social']",5,5,No offer used
53645571,M,20161009,2016,51,41000,10/16/2020,Canada,Quebec,Iced Coffee,3.95,Cold Coffee,2,transaction,3,"['web', 'email', 'mobile', 'social']",7,7,discount
60104996,F,20171006,2017,27,35000,7/24/2022,Canada,Nova Scotia,Cake Pop,3.55,Bakery,4,offer Ignored,2,"['web', 'email', 'mobile', 'social']",10,10,No offer used
2920010,M,20160430,2016,40,53000,9/3/2019,Canada,Ontario,Everything Bagel,3.15,Bakery,1,offer Ignored,10,"['email', 'mobile', 'social']",10,7,No offer used
7620693,F,20170924,2017,73,91000,6/21/2022,Canada,Ontario,Chai Crème Frappuccino® Blended Beverage,6.45,Frappuccino,1,offer Ignored,10,"['web', 'email', 'mobile', 'social']",10,5,No offer used
15500916,M,20180713,2018,74,107000,10/27/2021,Canada,Nova Scotia,Chicken Caprese on Ciabatta,8.75,Lunch,6,offer Ignored,0,"['web', 'email', 'mobile']",0,4,No offer used
16082065,M,20171228,2017,42,66000,2/13/2019,Canada,Alberta,"Double-Smoked Bacon, Cheddar & Egg Sandwich",6.65,Breakfast,1,transaction,5,"['web', 'email', 'mobile', 'social']",5,5,bogo
10180799,M,20180314,2018,54,53000,11/19/2022,Canada,Ontario,Avocado Spread,1.75,Lunch,2,offer Ignored,10,"['email', 'mobile', 'social']",10,7,No offer used
23596091,M,20170823,2017,70,74000,9/27/2020,Canada,Newfoundland and Labrador,Chocolate Chip Cookie,3.55,Bakery,1,offer Ignored,2,"['web', 'email', 'mobile']",10,7,No offer used
38046548,F,20151129,2015,49,57000,10/7/2022,Canada,Newfoundland and Labrador,Pineapple Passionfruit Starbucks Refreshers® Beverage,5.65,Drinks,1,offer Ignored,0,"['web', 'email', 'mobile']",0,4,No offer used
1121050,M,20170226,2017,62,57000,1/6/2021,Canada,Saskatchewan,Chocolate Chip Cookie,3.55,Bakery,2,transaction,2,"['web', 'email', 'mobile']",10,7,discount
78235693,M,20160730,2016,64,70000,12/24/2021,Canada,British Columbia,Mocha Frappuccino® Blended Beverage,6.45,Frappuccino,4,offer completed,2,"['web', 'email', 'mobile', 'social']",10,10,discount
52886343,F,20140831,2014,73,51000,8/15/2021,Canada,Ontario,Chocolate Chip Cookie,3.55,Bakery,1,offer Ignored,5,"['web', 'email']",20,10,No offer used
93051347,M,20180207,2018,50,93000,7/23/2022,Canada,Ontario,Mango Dragonfruit Starbucks Refreshers® Beverage,5.65,Drinks,3,offer Ignored,5,"['web', 'email']",20,10,No offer used
88395471,F,20160706,2016,68,84000,6/10/2019,Canada,Prince Edward Island,Pineapple Passionfruit Starbucks Refreshers® Beverage,5.65,Drinks,2,offer Ignored,3,"['web', 'email', 'mobile', 'social']",7,7,No offer used
41094521,F,20161231,2016,60,64000,12/2/2022,Canada,Ontario,Iced Shaken Espresso,4.45,Cold Coffee,1,offer Ignored,5,"['web', 'email']",20,10,No offer used
10892569,M,20171026,2017,45,54000,10/25/2021,Canada,Ontario,White Chocolate Crème Frappuccino® Blended Beverage,6.45,Frappuccino,2,offer Ignored,10,"['web', 'email', 'mobile', 'social']",10,5,No offer used
53079294,F,20171110,2017,66,49000,4/1/2020,Canada,Manitoba,Chocolate Croissant,4.45,Bakery,2,offer Ignored,2,"['web', 'email', 'mobile', 'social']",10,10,No offer used
54141724,M,20160910,2016,19,7000,1/21/2019,Canada,New Brunswick,"Bacon, Sausage & Egg Wrap",7.55,Breakfast,6,offer Ignored,5,"['web', 'email']",20,10,No offer used
30737927,F,20180125,2018,66,58000,5/14/2019,Canada,Newfoundland and Labrador,Double Chocolate Brownie,3.95,Bakery,2,offer Ignored,0,"['email', 'mobile', 'social']",0,3,No offer used
65876329,F,20180629,2018,72,72000,1/29/2020,Canada,Alberta,Avocado Spread,1.75,Lunch,2,offer Ignored,3,"['web', 'email', 'mobile', 'social']",7,7,No offer used
37168791,F,20171202,2017,76,63000,10/22/2019,Canada,Nova Scotia,Chicken Caprese on Ciabatta,8.75,Lunch,2,offer Ignored,5,"['web', 'email']",20,10,No offer used
31385343,M,20170820,2017,52,78000,5/20/2022,Canada,Ontario,Mango Dragonfruit Starbucks Refreshers® Beverage,5.65,Drinks,6,offer Ignored,3,"['web', 'email', 'mobile', 'social']",7,7,No offer used
62893937,M,20170918,2017,55,31000,1/31/2020,Canada,Prince Edward Island,Chocolate Cream Cold Brew,5.25,Cold Coffee,2,offer Ignored,5,"['web', 'email']",20,10,No offer used
30892320,M,20151231,2015,39,60000,7/14/2019,Canada,Ontario,Pineapple Passionfruit Starbucks Refreshers® Beverage,5.65,Drinks,5,offer Ignored,3,"['web', 'email', 'mobile', 'social']",7,7,No offer used
40703218,M,20180110,2018,45,44000,11/1/2020,Canada,New Brunswick,Caffè Vanilla Frappuccino® Blended Beverage,6.45,Frappuccino,2,offer Ignored,10,"['email', 'mobile', 'social']",10,7,No offer used
10607172,M,20180227,2018,57,114000,7/21/2020,Canada,Nova Scotia,"Bacon-Style Turkey, Cheddar & Egg White Sandwich",6.15,Breakfast,6,offer Ignored,10,"['web', 'email', 'mobile', 'social']",10,5,No offer used
177632,M,20150920,2015,74,48000,10/26/2019,Canada,Manitoba,Chicken Caprese on Ciabatta,8.75,Lunch,2,offer Ignored,10,"['email', 'mobile', 'social']",10,7,No offer used
19455239,F,20180419,2018,18,4000,10/30/2020,Canada,Alberta,Salted Caramel Cream Cold Brew,5.25,Cold Coffee,6,transaction,10,"['web', 'email', 'mobile', 'social']",10,5,bogo
86896414,M,20151224,2015,53,96000,9/6/2020,Canada,Ontario,"Double-Smoked Bacon, Cheddar & Egg Sandwich",6.65,Breakfast,2,offer Ignored,10,"['web', 'email', 'mobile', 'social']",10,5,No offer used
99494621,M,20151121,2015,59,98000,12/6/2022,Canada,British Columbia,Vanilla Sweet Cream Cold Brew,4.95,Cold Coffee,6,offer Ignored,10,"['email', 'mobile', 'social']",10,7,No offer used
43360785,F,20151111,2015,57,46000,5/25/2020,Canada,Manitoba,Pineapple Passionfruit Starbucks Refreshers® Beverage,5.65,Drinks,4,offer Ignored,2,"['web', 'email', 'mobile']",10,7,No offer used
17073211,M,20161225,2016,51,56000,4/2/2020,Canada,New Brunswick,"Bacon, Gouda & Egg Sandwich",6.15,Breakfast,6,offer Ignored,2,"['web', 'email', 'mobile']",10,7,No offer used
32831907,M,20180613,2018,64,37000,9/16/2022,Canada,Alberta,White Chocolate Mocha Frappuccino® Blended Beverage,6.45,Frappuccino,6,transaction,0,"['web', 'email', 'mobile']",0,4,informational
10077588,M,20170408,2017,71,57000,11/5/2019,Canada,Alberta,Chocolate Croissant,4.45,Bakery,5,offer completed,2,"['web', 'email', 'mobile']",10,7,discount
3277780,M,20180410,2018,64,66000,2/20/2022,Canada,Alberta,Chocolate Cream Cold Brew,5.25,Cold Coffee,2,offer Ignored,0,"['web', 'email', 'mobile']",0,4,No offer used
80868951,M,20170305,2017,26,71000,10/6/2021,Canada,Ontario,Iced Caffè Latte,4.95,Cold Coffee,3,offer Ignored,0,"['email', 'mobile', 'social']",0,3,No offer used
74698737,F,20171114,2017,29,58000,9/13/2019,Canada,New Brunswick,"Bacon-Style Turkey, Cheddar & Egg White Sandwich",6.15,Breakfast,2,offer Ignored,2,"['web', 'email', 'mobile', 'social']",10,10,No offer used
68822865,F,20180401,2018,43,70000,6/27/2022,Canada,Ontario,Caffè Latte,4.95,Hot Coffee,1,offer Ignored,10,"['email', 'mobile', 'social']",10,7,No offer used
43366044,F,20160806,2016,49,79000,4/1/2021,Canada,Ontario,"Double-Smoked Bacon, Cheddar & Egg Sandwich",6.65,Breakfast,1,offer Ignored,10,"['web', 'email', 'mobile', 'social']",10,5,No offer used
45885215,M,20170506,2017,55,94000,10/7/2019,Canada,Ontario,Iced Coffee,3.95,Cold Coffee,2,offer Ignored,2,"['web', 'email', 'mobile']",10,7,No offer used
92256234,M,20151210,2015,55,66000,6/22/2019,Canada,Ontario,Coffee Frappuccino® Blended Beverage,6.15,Frappuccino,2,offer Ignored,0,"['email', 'mobile', 'social']",0,3,No offer used
8114901,M,20160731,2016,45,31000,5/28/2021,Canada,Nova Scotia,Everything Bagel,3.15,Bakery,3,offer Ignored,10,"['web', 'email', 'mobile', 'social']",10,5,No offer used
88062090,M,20170206,2017,52,30000,9/6/2019,Canada,Ontario,Mocha Frappuccino® Blended Beverage,6.45,Frappuccino,1,offer Ignored,0,"['web', 'email', 'mobile']",0,4,No offer used
5225309,M,20170815,2017,39,55000,2/23/2021,Canada,Saskatchewan,Chocolate Chip Cookie,3.55,Bakery,2,offer Ignored,3,"['web', 'email', 'mobile', 'social']",7,7,No offer used
32206739,M,20160124,2016,77,69000,3/13/2020,Canada,Ontario,"Spinach, Feta and Cage Free Egg White Wrap",6.15,Breakfast,3,offer Ignored,2,"['web', 'email', 'mobile']",10,7,No offer used
96290462,F,20170223,2017,66,60000,1/11/2021,Canada,Alberta,Iced Coffee with Milk,3.95,Cold Coffee,2,transaction,3,"['web', 'email', 'mobile', 'social']",7,7,discount
35924365,M,20170823,2017,69,87000,10/3/2021,Canada,New Brunswick,"Spinach, Feta and Cage Free Egg White Wrap",6.15,Breakfast,2,offer Ignored,0,"['web', 'email', 'mobile']",0,4,No offer used
23266719,F,20161015,2016,74,53000,11/5/2020,Canada,Manitoba,Pineapple Passionfruit Starbucks Refreshers® Beverage,5.65,Drinks,5,offer Ignored,2,"['web', 'email', 'mobile', 'social']",10,10,No offer used
74840989,M,20180216,2018,75,87000,6/4/2020,Canada,Manitoba,Mocha Frappuccino® Blended Beverage,6.45,Frappuccino,2,offer Ignored,3,"['web', 'email', 'mobile', 'social']",7,7,No offer used
16347628,M,20160811,2016,59,85000,1/24/2021,Canada,Saskatchewan,Iced Flat White,5.75,Cold Coffee,2,offer Ignored,5,"['web', 'email']",20,10,No offer used
45679879,M,20160130,2016,47,66000,2/16/2020,Canada,Ontario,Caramel Frappuccino® Blended Beverage,6.45,Frappuccino,1,offer Ignored,2,"['web', 'email', 'mobile', 'social']",10,10,No offer used
41837107,F,20160407,2016,20,7000,10/5/2022,Canada,Manitoba,Avocado Spread,1.75,Lunch,1,offer Ignored,2,"['web', 'email', 'mobile']",10,7,No offer used
86399116,M,20170515,2017,60,108000,1/26/2020,Canada,Ontario,Starbucks® Cold Brew Coffee,4.45,Cold Coffee,2,transaction,0,"['email', 'mobile', 'social']",0,3,informational
65891085,F,20171210,2017,65,61000,8/6/2021,Canada,Saskatchewan,Cheese Danish,3.95,Bakery,5,offer completed,5,"['web', 'email', 'mobile']",5,7,bogo
43897484,M,20170919,2017,33,43000,10/25/2022,Canada,Alberta,Strawberry Coconut Drink,6.45,Drinks,5,offer Ignored,5,"['web', 'email']",20,10,No offer used
92254916,M,20160126,2016,39,67000,10/2/2020,Canada,Nova Scotia,Hot Chocolate,2.25,Hot Drinks,2,offer Ignored,2,"['web', 'email', 'mobile']",10,7,No offer used
86196759,M,20170704,2017,49,59000,12/2/2019,Canada,Newfoundland and Labrador,Iced Caffè Latte,4.95,Cold Coffee,1,offer Ignored,2,"['web', 'email', 'mobile']",10,7,No offer used
70288097,M,20180712,2018,68,58000,8/24/2021,Canada,Nova Scotia,Chocolate Chip Cookie,3.55,Bakery,3,transaction,10,"['web', 'email', 'mobile', 'social']",10,5,bogo
34101524,M,20160727,2016,42,80000,11/15/2019,Canada,Quebec,Cheese Danish,3.95,Bakery,2,offer Ignored,10,"['web', 'email', 'mobile', 'social']",10,5,No offer used
72791331,M,20170927,2017,72,33000,9/21/2022,Canada,Ontario,Iced Chai Tea Latte,5.65,Iced Tea,3,offer Ignored,2,"['web', 'email', 'mobile', 'social']",10,10,No offer used
39706161,M,20170910,2017,18,4000,5/26/2021,Canada,Newfoundland and Labrador,"Bacon, Gouda & Egg Sandwich",6.15,Breakfast,2,offer Ignored,0,"['email', 'mobile', 'social']",0,3,No offer used
8740242,F,20141104,2014,32,42000,3/24/2019,Canada,Nova Scotia,Chocolate Chip Cookie,3.55,Bakery,5,offer Ignored,0,"['email', 'mobile', 'social']",0,3,No offer used
57029708,M,20170813,2017,67,50000,1/18/2022,Canada,Prince Edward Island,Iced Chai Tea Latte,5.65,Iced Tea,1,offer Ignored,2,"['web', 'email', 'mobile', 'social']",10,10,No offer used
54015582,M,20150730,2015,52,42000,8/20/2020,Canada,Ontario,Iced Flat White,5.75,Cold Coffee,1,offer Ignored,2,"['web', 'email', 'mobile', 'social']",10,10,No offer used
28610357,F,20171125,2017,38,64000,11/22/2019,Canada,Saskatchewan,Iced Coffee with Milk,3.95,Cold Coffee,2,offer Ignored,2,"['web', 'email', 'mobile']",10,7,No offer used
99108203,M,20171020,2017,60,77000,1/29/2020,Canada,Manitoba,Cake Pop,3.55,Bakery,1,offer Ignored,3,"['web', 'email', 'mobile', 'social']",7,7,No offer used
24257909,F,20170129,2017,62,77000,3/26/2021,Canada,Newfoundland and Labrador,Hot Chocolate,2.25,Hot Drinks,1,transaction,10,"['email', 'mobile', 'social']",10,7,bogo
94672698,M,20170421,2017,55,51000,4/23/2019,Canada,Newfoundland and Labrador,Salted Caramel Cream Cold Brew,5.25,Cold Coffee,2,offer Ignored,2,"['web', 'email', 'mobile', 'social']",10,10,No offer used
67666492,M,20180127,2018,22,7000,12/23/2022,Canada,New Brunswick,Vanilla Bean Crème Frappuccino® Blended Crème,6.15,Frappuccino,2,transaction,10,"['email', 'mobile', 'social']",10,7,bogo
34899235,F,20171211,2017,34,41000,5/7/2020,Canada,Quebec,Chai Crème Frappuccino® Blended Beverage,6.45,Frappuccino,1,offer completed,2,"['web', 'email', 'mobile']",10,7,discount
56155644,M,20160418,2016,46,60000,9/29/2022,Canada,Ontario,Chicken Caprese on Ciabatta,8.75,Lunch,2,transaction,0,"['email', 'mobile', 'social']",0,3,informational
23528739,M,20180321,2018,51,85000,4/30/2022,Canada,Ontario,"Bacon, Sausage & Egg Wrap",7.55,Breakfast,1,offer Ignored,5,"['web', 'email', 'mobile', 'social']",5,5,No offer used
28171235,M,20170915,2017,53,85000,10/22/2021,Canada,Saskatchewan,Mocha Frappuccino® Blended Beverage,6.45,Frappuccino,2,transaction,0,"['web', 'email', 'mobile']",0,4,informational
99111582,F,20180114,2018,51,92000,12/22/2022,Canada,British Columbia,Strawberry Coconut Drink,6.45,Drinks,3,offer completed,10,"['email', 'mobile', 'social']",10,7,bogo
29662586,M,20180518,2018,48,44000,1/3/2020,Canada,Manitoba,Butter Croissant,3.95,Bakery,2,offer Ignored,5,"['web', 'email']",20,10,No offer used
74648516,M,20160627,2016,52,72000,12/30/2022,Canada,New Brunswick,Butter Croissant,3.95,Bakery,1,offer completed,0,"['email', 'mobile', 'social']",0,3,informational
37254819,M,20171016,2017,62,53000,1/6/2021,Canada,Ontario,Mocha Frappuccino® Blended Beverage,6.45,Frappuccino,1,offer Ignored,0,"['email', 'mobile', 'social']",0,3,No offer used
29938991,F,20171203,2017,42,62000,4/3/2019,Canada,Manitoba,Chicken Caprese on Ciabatta,8.75,Lunch,1,offer Ignored,0,"['email', 'mobile', 'social']",0,3,No offer used
51114180,F,20171007,2017,55,65000,8/24/2019,Canada,Prince Edward Island,Chocolate Cream Cold Brew,5.25,Cold Coffee,5,offer Ignored,3,"['web', 'email', 'mobile', 'social']",7,7,No offer used
21820665,M,20180130,2018,27,50000,9/1/2020,Canada,British Columbia,Mango Dragonfruit Starbucks Refreshers® Beverage,5.65,Drinks,2,offer Ignored,5,"['web', 'email', 'mobile', 'social']",5,5,No offer used
42131537,M,20160404,2016,68,107000,8/1/2022,Canada,Ontario,Iced Coffee with Milk,3.95,Cold Coffee,3,offer Ignored,5,"['web', 'email', 'mobile', 'social']",5,5,No offer used
94640162,F,20180702,2018,74,83000,9/6/2021,Canada,Saskatchewan,Chocolate Chip Cookie,3.55,Bakery,2,offer Ignored,2,"['web', 'email', 'mobile']",10,7,No offer used
65361692,F,20180709,2018,77,66000,9/30/2019,Canada,Ontario,"Bacon-Style Turkey, Cheddar & Egg White Sandwich",6.15,Breakfast,2,offer Ignored,5,"['web', 'email', 'mobile']",5,7,No offer used
32875168,M,20170927,2017,35,72000,12/15/2019,Canada,Saskatchewan,Everything Bagel,3.15,Bakery,3,offer Ignored,0,"['web', 'email', 'mobile']",0,4,No offer used
66301861,M,20140820,2014,50,69000,11/9/2020,Canada,Ontario,Cheese Danish,3.95,Bakery,1,offer Ignored,0,"['web', 'email', 'mobile']",0,4,No offer used
